"Yield","Latitude","Longitude","TimeStamp"
170.21054698,250.540658094419,598.850269909997,"2016-10-30 04:05:17"
151.59633101,252.561950491695,598.844190094264,"2016-10-30 04:05:18"
153.49811962,254.590983937359,598.833799136579,"2016-10-30 04:05:19"
146.83276919,256.603871803487,598.807711201433,"2016-10-30 04:05:20"
159.327105625,259.611702649584,598.762112584216,"2016-10-30 04:05:22"
154.37099619,262.625283973211,598.721930529279,"2016-10-30 04:05:23"
153.02151406,264.624016820446,598.686446514272,"2016-10-30 04:05:24"
159.2955579,266.621975565436,598.64720407926,"2016-10-30 04:05:25"
141.58883059,268.637406912056,598.601439649073,"2016-10-30 04:05:27"
136.771688635,271.653642300301,598.552193141787,"2016-10-30 04:05:28"
144.95741094,274.579750032438,598.518643604108,"2016-10-30 04:05:30"
128.92666567,276.520204015484,598.491118630547,"2016-10-30 04:05:31"
140.18143457,278.458335689436,598.47641653091,"2016-10-30 04:05:32"
135.9239287,280.384413481408,598.439716553071,"2016-10-30 04:05:33"
149.52822585,282.304187866571,598.418271385818,"2016-10-30 04:05:34"
148.01866907,284.221197599847,598.392846702555,"2016-10-30 04:05:35"
141.83072378,286.133673302989,598.368859065562,"2016-10-30 04:05:36"
144.65069876,288.060967541571,598.352609377152,"2016-10-30 04:05:37"
136.20506492,290.98713056695,598.344595063669,"2016-10-30 04:05:38"
134.064477755,294.876830125529,598.326079260993,"2016-10-30 04:05:40"
116.47093651,297.815212912614,598.320220519271,"2016-10-30 04:05:41"
119.914811,299.785082803787,598.315577749808,"2016-10-30 04:05:43"
120.54121365,302.760843675568,598.309940115087,"2016-10-30 04:05:44"
129.70872691,305.719021382021,598.302312698012,"2016-10-30 04:05:45"
137.81828112,307.697627552008,598.282194047092,"2016-10-30 04:05:47"
131.60174199,309.661415197555,598.242619973571,"2016-10-30 04:05:48"
137.40879753,311.63858377075,598.227807343998,"2016-10-30 04:05:49"
139.46249447,314.588025166174,598.193041852911,"2016-10-30 04:05:50"
137.06901645,317.533153703646,598.167009175665,"2016-10-30 04:05:51"
132.83070991,320.488179696874,598.136941724509,"2016-10-30 04:05:53"
131.67778867,324.412326819533,598.100462830107,"2016-10-30 04:05:55"
117.63940175,327.347557902822,598.08100743107,"2016-10-30 04:05:56"
128.65247759,330.311983712626,598.037509115148,"2016-10-30 04:05:58"
133.91182106,333.277183624676,598.001748744666,"2016-10-30 04:05:59"
121.26024479,335.269502479405,597.980966829296,"2016-10-30 04:06:00"
139.78744102,337.236275949809,597.93896083011,"2016-10-30 04:06:02"
139.75481025,339.220522020271,597.921495178867,"2016-10-30 04:06:03"
153.31484002,341.181434439233,597.896181025541,"2016-10-30 04:06:04"
148.13539712,343.161588813712,597.888553621034,"2016-10-30 04:06:05"
145.13492905,345.153575910561,597.865560863436,"2016-10-30 04:06:06"
139.511896095,348.142220072381,597.845994899902,"2016-10-30 04:06:07"
132.60583511,351.150880314751,597.809073849622,"2016-10-30 04:06:08"
135.04375848,353.120971367107,597.795366627809,"2016-10-30 04:06:09"
125.39134334,355.112294946622,597.770494655496,"2016-10-30 04:06:11"
129.63977273,358.107242515251,597.730146798585,"2016-10-30 04:06:12"
129.17699946,361.106834709926,597.700632047382,"2016-10-30 04:06:13"
123.19100652,363.114746202341,597.683276937072,"2016-10-30 04:06:14"
130.27717662,365.138250332443,597.687809162461,"2016-10-30 04:06:15"
97.379919785,368.151886937525,597.67537317709,"2016-10-30 04:06:17"
70.32005818,372.165664090472,597.626458295746,"2016-10-30 04:06:19"
45.29591511,375.176149003545,597.594069459858,"2016-10-30 04:06:20"
42.47604661,377.176319470359,597.581688744953,"2016-10-30 04:06:21"
49.92120268,379.179254589062,597.551068593844,"2016-10-30 04:06:23"
91.3507106,382.159494207948,597.506907022897,"2016-10-30 04:06:24"
112.21116655,385.215706465622,597.475457784942,"2016-10-30 04:06:25"
131.23738533,387.246951621324,597.454233712122,"2016-10-30 04:06:27"
129.96174359,389.295890550053,597.429030112297,"2016-10-30 04:06:28"
131.30362191,392.357245061166,597.396917620888,"2016-10-30 04:06:29"
131.40845739,395.396703526999,597.369337365863,"2016-10-30 04:06:30"
134.1332079,397.408485532215,597.340264794103,"2016-10-30 04:06:31"
130.61494514,399.424138050232,597.306770536316,"2016-10-30 04:06:32"
122.3867714,342.15528330155,0.00151753933261034,"2016-11-03 16:04:20"
117.61568665,339.901649534834,0.0496033652483447,"2016-11-03 16:04:21"
112.20525827,337.636293643232,0.0872982224827297,"2016-11-03 16:04:22"
93.58538081,335.356450974857,0.14621716353281,"2016-11-03 16:04:23"
80.96908606,333.08766691482,0.201267129506164,"2016-11-03 16:04:24"
67.28683787,330.815344099864,0.24703155969371,"2016-11-03 16:04:25"
64.99381643,328.539703702956,0.285942368764381,"2016-11-03 16:04:26"
56.19032634,326.246037774355,0.317115241819579,"2016-11-03 16:04:27"
50.29419413,323.944520233669,0.316230904928489,"2016-11-03 16:04:28"
52.5528387,321.639795685729,0.310040535694441,"2016-11-03 16:04:29"
61.41207049,319.326666606642,0.356578772836201,"2016-11-03 16:04:30"
76.00966518,317.033443022405,0.374044435075518,"2016-11-03 16:04:31"
91.28258744,314.732810170449,0.388193812766076,"2016-11-03 16:04:32"
99.23867264,312.431403216247,0.396152844786059,"2016-11-03 16:04:33"
111.77336377,310.161292123116,0.422240781502808,"2016-11-03 16:04:34"
99.76935449,307.882665902137,0.419808854266819,"2016-11-03 16:04:35"
112.28504779,305.603597336008,0.419477228325377,"2016-11-03 16:04:36"
107.96650174,303.343881334667,0.449323596043939,"2016-11-03 16:04:37"
124.58535789,301.095002769481,0.501278395465533,"2016-11-03 16:04:38"
114.2813137,298.849441786247,0.544279272475706,"2016-11-03 16:04:39"
99.64482324,296.596803294745,0.547484994098681,"2016-11-03 16:04:40"
95.23735568,294.370041945449,0.561744914293342,"2016-11-03 16:04:41"
77.06225429,292.145160560098,0.58882773983072,"2016-11-03 16:04:42"
70.15574661,289.913754595756,0.622653623559245,"2016-11-03 16:04:43"
61.70742565,287.700927093171,0.643214453921189,"2016-11-03 16:04:44"
70.32451341,285.483233802571,0.664327995232725,"2016-11-03 16:04:45"
71.93115172,283.26609343182,0.699922552743487,"2016-11-03 16:04:46"
71.90055729,281.043423779294,0.692074052231362,"2016-11-03 16:04:47"
78.90166873,278.800074506884,0.688757789675151,"2016-11-03 16:04:48"
90.29362653,276.572981399707,0.703128263370161,"2016-11-03 16:04:49"
91.45691276,274.341686021064,0.717277652057021,"2016-11-03 16:04:50"
87.03790256,272.106851888287,0.755083050224641,"2016-11-03 16:04:51"
84.62978477,269.884403396943,0.785703213901058,"2016-11-03 16:04:52"
91.06111277,267.671907652238,0.783492371673276,"2016-11-03 16:04:53"
100.08343908,265.459964838383,0.799078808200875,"2016-11-03 16:04:54"
113.32211154,263.245036200457,0.80880651243217,"2016-11-03 16:04:55"
116.99628358,261.028559357254,0.815549580048696,"2016-11-03 16:04:56"
127.79994892,258.822145847175,0.824835117405314,"2016-11-03 16:04:57"
120.09406817,256.60843365586,0.831467644088661,"2016-11-03 16:04:58"
112.16863856,254.399697838257,0.852470653892397,"2016-11-03 16:04:59"
100.17316124,252.206665244825,0.869162510748424,"2016-11-03 16:05:00"
109.84162051,250.011863273147,0.897903458138558,"2016-11-03 16:05:01"
104.7529071,247.81363313382,0.939025120433257,"2016-11-03 16:05:02"
86.94277094,245.616840613285,0.982578708393078,"2016-11-03 16:05:03"
78.72833287,243.420822194997,1.03707596498759,"2016-11-03 16:05:04"
75.23892252,241.227015498533,1.05255185901109,"2016-11-03 16:05:05"
94.30175386,239.026241878714,1.08593557429407,"2016-11-03 16:05:06"
99.2553257,236.811313240788,1.12009308396404,"2016-11-03 16:05:07"
112.37827112,234.590523540419,1.14806023539626,"2016-11-03 16:05:08"
116.01657412,232.379797162174,1.17735389216512,"2016-11-03 16:05:09"
124.00199253,230.156021637735,1.20764242832922,"2016-11-03 16:05:10"
125.28358141,227.937443658405,1.2238921057434,"2016-11-03 16:05:11"
127.68312185,225.714442236212,1.22798216425753,"2016-11-03 16:05:12"
120.46526543,223.484584477148,1.246663779904,"2016-11-03 16:05:13"
110.42074682,221.262688915867,1.27385713694923,"2016-11-03 16:05:14"
111.15434812,219.032057053771,1.30016615710332,"2016-11-03 16:05:15"
118.27666835,216.797886437541,1.32470650347523,"2016-11-03 16:05:16"
109.29933915,214.597665748571,1.37400829222349,"2016-11-03 16:05:17"
104.47546996,212.383290040709,1.38274110763416,"2016-11-03 16:05:18"
86.13249947,210.163606201253,1.39733266476657,"2016-11-03 16:05:19"
99.22537579,207.952658661826,1.40374410644165,"2016-11-03 16:05:20"
92.64737013,205.733638338917,1.43657511077498,"2016-11-03 16:05:21"
106.45239209,203.532422374733,1.45614106331254,"2016-11-03 16:05:22"
100.91216994,201.32512417671,1.49571513526234,"2016-11-03 16:05:23"
104.10956643,199.110306124482,1.52843559866244,"2016-11-03 16:05:24"
106.37280492,196.888631735384,1.54181119296231,"2016-11-03 16:05:25"
101.91938946,194.67348192449,1.5681202131164,"2016-11-03 16:05:26"
107.90602415,192.453908671518,1.58171689085356,"2016-11-03 16:05:27"
116.94514992,190.228916699682,1.60846807945325,"2016-11-03 16:05:28"
110.76717931,187.998506009769,1.62305963815652,"2016-11-03 16:05:29"
91.21580733,185.772408177806,1.64284667413142,"2016-11-03 16:05:30"
115.12819746,183.541223385647,1.65832256815492,"2016-11-03 16:05:31"
136.27855406,181.310149168186,1.67799906319658,"2016-11-03 16:05:32"
143.40136843,179.078743203844,1.67634093034758,"2016-11-03 16:05:33"
144.11807835,176.856847653564,1.66407075794712,"2016-11-03 16:05:34"
137.47355564,174.658949272117,1.70640839407065,"2016-11-03 16:05:35"
145.87878094,172.448222893872,1.73570205083951,"2016-11-03 16:05:36"
145.98303453,170.204873632462,1.74786167131055,"2016-11-03 16:05:37"
142.95125658,168.017149170624,1.7714071382872,"2016-11-03 16:05:38"
149.76512483,165.931606248445,1.79672128061696,"2016-11-03 16:05:39"
156.86647017,163.891403620531,1.79860049533244,"2016-11-03 16:05:40"
163.67829761,161.839478866946,1.84337004769566,"2016-11-03 16:05:41"
141.37878416,159.729717592751,1.88205979375067,"2016-11-03 16:05:42"
152.10476667,157.603036648561,1.90306278313278,"2016-11-03 16:05:43"
146.89357119,155.459436033591,1.96938805467852,"2016-11-03 16:05:44"
149.11181893,153.336625601415,2.01868983243054,"2016-11-03 16:05:45"
155.4004506,151.227085499403,2.06345938479382,"2016-11-03 16:05:46"
150.98467132,149.120641807945,2.0684337676318,"2016-11-03 16:05:47"
137.8306031,146.989426833621,2.08788917766532,"2016-11-03 16:05:48"
125.57821844,144.852350797641,2.11032922431355,"2016-11-03 16:05:49"
107.19349055,142.6930469585,2.11663012348453,"2016-11-03 16:05:50"
82.67705207,140.534296050208,2.15034546470895,"2016-11-03 16:05:51"
64.94973595,138.375434556218,2.17035358569206,"2016-11-03 16:05:52"
55.62612261,136.225419947956,2.18859303289298,"2016-11-03 16:05:53"
61.29088672,134.084141640508,2.19268308983618,"2016-11-03 16:05:54"
70.15487674,131.92328959609,2.17886531609452,"2016-11-03 16:05:55"
78.22642153,129.768519776082,2.20218971063014,"2016-11-03 16:05:56"
82.74794745,127.60501366626,2.24209542108861,"2016-11-03 16:05:57"
86.83140081,125.420164453009,2.26110865168022,"2016-11-03 16:05:58"
87.88207037,123.26108177505,2.26298786796656,"2016-11-03 16:05:59"
94.16152891,121.092267533634,2.31560590827479,"2016-11-03 16:06:00"
97.0755213,118.959283181851,2.32478090312731,"2016-11-03 16:06:01"
111.9752533,116.845209062277,2.37165076463958,"2016-11-03 16:06:02"
103.69952161,114.707801256629,2.37375105336696,"2016-11-03 16:06:03"
96.54986909,112.561214816802,2.4110037421558,"2016-11-03 16:06:04"
75.07646375,110.399035740075,2.43620734198151,"2016-11-03 16:06:05"
46.09363484,108.223807505368,2.43454921070338,"2016-11-03 16:06:06"
29.97067694,106.021153922391,2.4364284254188,"2016-11-03 16:06:07"
20.69512235,103.801912427299,2.45853684612564,"2016-11-03 16:06:08"
23.94711335,101.589637854777,2.47909767805839,"2016-11-03 16:06:09"
29.98239759,99.3678528791948,2.51237085083727,"2016-11-03 16:06:10"
52.92631956,97.1378845344321,2.54210667605173,"2016-11-03 16:06:11"
79.57143562,94.9104596685893,2.61152712671634,"2016-11-03 16:06:12"
101.72260846,92.6547247665326,2.6356253046427,"2016-11-03 16:06:13"
108.49828213,90.4140295713127,2.65563341462956,"2016-11-03 16:06:14"
125.64465338,88.1542029834874,2.69653399191606,"2016-11-03 16:06:15"
128.791809,85.913618363751,2.70935687683709,"2016-11-03 16:06:16"
135.45980868,83.6723702376821,2.72450114491915,"2016-11-03 16:06:17"
144.93915634,81.4525758117418,2.72792793898321,"2016-11-03 16:06:18"
154.10157727,79.2814392620173,2.74495143277693,"2016-11-03 16:06:19"
142.76681117,77.1252318452176,2.78319900096102,"2016-11-03 16:06:20"
143.3985358,74.9501141852079,2.78905773168646,"2016-11-03 16:06:21"
132.98145881,72.7807470239439,2.84432878266796,"2016-11-03 16:06:22"
133.59485729,70.6196737971285,2.87870737734619,"2016-11-03 16:06:23"
104.21534769,68.4462149390951,2.90258447183516,"2016-11-03 16:06:24"
105.66416098,66.2940992072784,2.94691185418196,"2016-11-03 16:06:25"
80.82156343,64.1281601924485,2.99245520093223,"2016-11-03 16:06:26"
80.82156343,61.9574659870889,3.03258198383173,"2016-11-03 16:06:27"
54.47768857,59.7574664695158,3.05402715108477,"2016-11-03 16:06:28"
53.98864893,57.5406578684317,3.06209671304168,"2016-11-03 16:06:29"
62.46238621,55.3329173252577,3.05977532988067,"2016-11-03 16:06:30"
76.57152318,53.1289367091858,3.07900965490592,"2016-11-03 16:06:31"
76.57152318,50.9260619540262,3.07414580200481,"2016-11-03 16:06:32"
108.17020969,48.7176578950905,3.09724910210684,"2016-11-03 16:06:33"
108.22283429,46.5156678286608,3.10045482372982,"2016-11-03 16:06:34"
97.56072752,44.3016238786791,3.10476596568128,"2016-11-03 16:06:35"
98.0005973,42.0968691603613,3.1209051115876,"2016-11-03 16:06:36"
100.01208628,39.9208668234081,3.13914455878853,"2016-11-03 16:06:37"
89.10579227,37.7408833871704,3.15450991030792,"2016-11-03 16:06:38"
88.29865474,35.5476296207698,3.14854062608214,"2016-11-03 16:06:39"
102.28974408,33.3572510927414,3.15473099531613,"2016-11-03 16:06:40"
104.18580187,31.2125446168584,3.19353128387525,"2016-11-03 16:06:41"
105.07535062,27.9542362941451,3.23432132022856,"2016-11-03 16:06:43"
98.60242262,24.6900668979885,3.28108062981136,"2016-11-03 16:06:44"
98.15381089,22.5065447186175,3.29003453965566,"2016-11-03 16:06:45"
88.7742045,20.3173826371999,3.31225349029938,"2016-11-03 16:06:46"
95.99927488,18.1533235863139,3.34397908530053,"2016-11-03 16:06:47"
95.56051046,15.977874179424,3.36011822178153,"2016-11-03 16:06:48"
96.26333975,13.8004342228919,3.41107814180793,"2016-11-03 16:06:49"
96.26333975,11.6187919956784,3.4349552362969,"2016-11-03 16:06:50"
104.22397531,9.41923482247019,3.470770877245,"2016-11-03 16:06:51"
104.22397531,7.21790827258793,3.47475038068779,"2016-11-03 16:06:52"
106.68491135,5.01437000088092,3.47729284885702,"2016-11-03 16:06:53"
108.19854047,2.82067389090119,3.50791302352974,"2016-11-03 16:06:54"
105.5854186,0.629410674142932,3.51487716515817,"2016-11-03 16:06:55"
114.23164044,2.48470114206098,16.2273981664774,"2016-11-03 16:09:39"
99.00845084,4.58218736130723,16.1774331352716,"2016-11-03 16:09:41"
99.06934348,6.70732010100565,16.15631959396,"2016-11-03 16:09:42"
102.73113553,8.83322694294984,16.1331057529248,"2016-11-03 16:09:43"
109.19352408,10.9588020270132,16.127910263086,"2016-11-03 16:09:44"
122.27690471,13.0653563041694,16.1209461104612,"2016-11-03 16:09:45"
125.84833676,15.1111988231293,16.0886678170776,"2016-11-03 16:09:46"
132.3203076,17.0948919635282,16.055394655295,"2016-11-03 16:09:47"
132.98696789,19.0697382174138,16.0306332239149,"2016-11-03 16:09:48"
137.279087075,22.1203658780693,16.0063692220215,"2016-11-03 16:09:49"
122.75606334,26.135635932837,15.9728196937679,"2016-11-03 16:09:51"
117.67176253,29.1196907712819,15.936340799366,"2016-11-03 16:09:53"
112.61655256,31.085800736139,15.938772726602,"2016-11-03 16:09:54"
96.463924295,34.031813963127,15.9048363003694,"2016-11-03 16:09:55"
77.16832361,38.0064436319186,15.8826173387293,"2016-11-03 16:09:57"
75.36208343,41.0344564390768,15.8683573965421,"2016-11-03 16:09:59"
81.46974009,43.0289870156311,15.8741055957597,"2016-11-03 16:10:00"
71.45449548,44.9818266393248,15.8547607392267,"2016-11-03 16:10:01"
70.37946745,46.9616492669232,15.8455857333778,"2016-11-03 16:10:02"
50.7061951,49.9728529889991,15.834642066314,"2016-11-03 16:10:03"
45.50610476,52.9634876996762,15.8456962648856,"2016-11-03 16:10:05"
46.30743347,55.8152815847872,15.8657043858688,"2016-11-03 16:10:06"
64.53549674,58.5177842585137,15.8626092067499,"2016-11-03 16:10:08"
64.89927642,60.2816322683901,15.8504495862789,"2016-11-03 16:10:09"
62.60762896,62.0452591052983,15.7510722583805,"2016-11-03 16:10:10"
58.02824304,63.9486667497447,15.6927060172838,"2016-11-03 16:10:11"
54.06486713,65.8688834792734,15.651584354989,"2016-11-03 16:10:12"
57.96083595,67.6662390712589,15.6553427875617,"2016-11-03 16:10:13"
58.14087662,69.3859632342674,15.6473837445454,"2016-11-03 16:10:14"
58.82327049,71.081690216656,15.6645177698471,"2016-11-03 16:10:15"
92.45646588,72.8236421820389,15.6507000071016,"2016-11-03 16:10:16"
98.64803437,74.6436679207638,15.6315762245805,"2016-11-03 16:10:17"
117.84585189,76.5051634409527,15.5875804681751,"2016-11-03 16:10:18"
127.70315027,78.3340360661908,15.5663563953557,"2016-11-03 16:10:19"
132.02209226,80.1959739307447,15.5518753681603,"2016-11-03 16:10:20"
125.91870624,82.0921934796534,15.5558548841703,"2016-11-03 16:10:21"
126.87875591,83.9917306120851,15.5042317326827,"2016-11-03 16:10:22"
130.36963577,85.8555484397971,15.4834498078872,"2016-11-03 16:10:23"
140.40488873,87.7336318713144,15.4767067386998,"2016-11-03 16:10:24"
114.19307569,89.6010990396444,15.4933985845595,"2016-11-03 16:10:25"
111.13331828,91.460604010191,15.4971570171322,"2016-11-03 16:10:26"
97.05978553,93.3274076619735,15.4311633935204,"2016-11-03 16:10:27"
102.12030957,95.1923313498122,15.4280682253978,"2016-11-03 16:10:28"
81.90126614,97.0666548557989,15.4144715350935,"2016-11-03 16:10:29"
76.57827247,99.0171721711837,15.3607480854531,"2016-11-03 16:10:30"
74.31968708,101.0133615505,15.324048106043,"2016-11-03 16:10:31"
72.47432868,103.064180442387,15.3047032385136,"2016-11-03 16:10:32"
70.4779248,105.190197870815,15.2686665141283,"2016-11-03 16:10:33"
68.48543277,107.275187862145,15.1824436845251,"2016-11-03 16:10:34"
62.58411574,109.362389575299,15.162767180058,"2016-11-03 16:10:35"
59.37696825,111.465515684805,15.1425379756375,"2016-11-03 16:10:36"
71.25111028,113.557251427307,15.1109229231405,"2016-11-03 16:10:37"
57.85486543,115.706049588173,15.1008635913969,"2016-11-03 16:10:38"
43.04870328,117.833725796576,15.0694696349044,"2016-11-03 16:10:39"
31.76512234,119.935193126108,15.0408392300184,"2016-11-03 16:10:40"
22.48795381,123.098342124972,15.0112139567335,"2016-11-03 16:10:41"
23.14291293,126.248773724523,14.9716398847836,"2016-11-03 16:10:43"
35.90748854,129.266114974466,14.9547822023897,"2016-11-03 16:10:44"
38.00315236,132.142127210808,14.9412407951191,"2016-11-03 16:10:46"
32.7536481,134.056372292196,14.9256543585915,"2016-11-03 16:10:47"
27.95422743,135.967189204362,14.9249911067087,"2016-11-03 16:10:48"
21.72346839,137.881876629329,14.9205694222531,"2016-11-03 16:10:49"
14.5049004,139.727447753951,14.9129420177455,"2016-11-03 16:10:50"
19.75607072,141.518168180462,14.8963607018226,"2016-11-03 16:10:51"
16.0769938,143.355113590754,14.8922706338832,"2016-11-03 16:10:52"
30.71014206,145.338917316851,14.8662932396705,"2016-11-03 16:10:53"
55.29342529,147.332342032493,14.8219658667491,"2016-11-03 16:10:54"
85.092085705,150.322534399591,14.7966517259902,"2016-11-03 16:10:55"
104.96694622,153.302331674112,14.7602833740925,"2016-11-03 16:10:57"
112.7532924,155.298078697278,14.7296632229832,"2016-11-03 16:10:58"
135.40142089,157.294710420959,14.685004213124,"2016-11-03 16:10:59"
153.87888908,159.318546308941,14.6509572459582,"2016-11-03 16:11:00"
144.225534525,162.378407896232,14.6053033582747,"2016-11-03 16:11:01"
156.38917352,165.428095585916,14.5364356169889,"2016-11-03 16:11:03"
164.72572816,167.477145090129,14.4939874603538,"2016-11-03 16:11:04"
154.59860999,169.498990440255,14.4693365604815,"2016-11-03 16:11:05"
157.26518078,171.415115484015,14.4621513244194,"2016-11-03 16:11:06"
147.84045649,174.191323782248,14.4434144383063,"2016-11-03 16:11:07"
146.44269279,177.030455560501,14.4265567559124,"2016-11-03 16:11:09"
133.910797975,179.852999426641,14.368079995875,"2016-11-03 16:11:10"
117.85273851,182.716570729093,14.3550360275166,"2016-11-03 16:11:12"
108.91842371,184.689426434122,14.3388968800393,"2016-11-03 16:11:13"
108.46883074,186.650007083417,14.3228682750662,"2016-11-03 16:11:14"
100.04169419,188.615121762059,14.2883791394548,"2016-11-03 16:11:15"
99.79622775,190.573158931648,14.2622912043089,"2016-11-03 16:11:16"
93.6169896,192.54137002006,14.2410671204932,"2016-11-03 16:11:17"
103.62786494,195.553845482774,14.2096731624298,"2016-11-03 16:11:18"
107.48981103,199.642378816111,14.1835852162876,"2016-11-03 16:11:20"
100.16118729,202.705447411442,14.1423530114888,"2016-11-03 16:11:22"
113.094225615,205.755632726947,14.1184206465331,"2016-11-03 16:11:23"
124.66862216,208.785801973688,14.1161545338388,"2016-11-03 16:11:25"
122.09826481,210.788626494906,14.0979150866378,"2016-11-03 16:11:26"
124.529598325,213.786449312907,14.0727114978085,"2016-11-03 16:11:27"
116.965464325,217.794586564594,14.0064967797631,"2016-11-03 16:11:29"
97.51336699,220.776872015364,13.9412769505383,"2016-11-03 16:11:31"
81.56049888,222.754814690805,13.9312176077984,"2016-11-03 16:11:32"
72.7186405,224.733863216157,13.9448142745393,"2016-11-03 16:11:33"
71.31385801,226.712137638479,13.927901332675,"2016-11-03 16:11:34"
66.55500762,229.708025188293,13.906621989389,"2016-11-03 16:11:35"
52.85783284,232.746377793214,13.8774941345946,"2016-11-03 16:11:37"
45.38332853,235.783790416949,13.8658319436104,"2016-11-03 16:11:38"
43.0722803,238.831708718958,13.8264236940566,"2016-11-03 16:11:40"
45.5717394,241.970086434957,13.798511813091,"2016-11-03 16:11:41"
52.92015111,245.140755288025,13.7408641179073,"2016-11-03 16:11:43"
54.89784792,248.287814011597,13.6740966889122,"2016-11-03 16:11:44"
70.86458525,251.403687460582,13.5919639068269,"2016-11-03 16:11:46"
82.76097854,253.453511078041,13.5510633405367,"2016-11-03 16:11:47"
98.82565737,255.480111618697,13.4970082413914,"2016-11-03 16:11:48"
94.4198975,258.533006293634,13.4959028084958,"2016-11-03 16:11:49"
80.92699127,261.594305511504,13.4742365562346,"2016-11-03 16:11:51"
59.651104515,264.657484702748,13.4865619896763,"2016-11-03 16:11:52"
38.7329297,267.790554287939,13.4808690829179,"2016-11-03 16:11:54"
29.82068643,269.905291935846,13.4848485879316,"2016-11-03 16:11:55"
32.64176258,273.148228793056,13.450801631762,"2016-11-03 16:11:56"
46.96634144,276.423677957947,13.4102326788461,"2016-11-03 16:11:58"
59.90628496,278.577452492526,13.3850290805913,"2016-11-03 16:11:59"
75.72320436,280.725255378964,13.3622574064307,"2016-11-03 16:12:00"
80.32259509,282.829155590716,13.3441285017339,"2016-11-03 16:12:01"
90.594559,284.936594557388,13.3024541300604,"2016-11-03 16:12:02"
89.89943631,287.036403084157,13.298916782496,"2016-11-03 16:12:03"
92.0866914,290.172016148268,13.2622720751234,"2016-11-03 16:12:04"
108.37958877,293.300330531928,13.2417665152281,"2016-11-03 16:12:06"
119.89246224,295.38941220824,13.2212056848662,"2016-11-03 16:12:07"
120.80796129,297.466218829604,13.2025240692197,"2016-11-03 16:12:08"
120.02459774,299.542472520904,13.1755517971827,"2016-11-03 16:12:09"
101.26842964,301.636751754898,13.1512325342482,"2016-11-03 16:12:10"
